Slant cell length,Cell thickness,Cell angle,Vertical cell length,Poisson's ratio
12,2.2,55,45,-0.26208932
12,2.4,55,45,-0.24084505
12,2.6,55,45,-0.22072309
12,2.8,55,45,-0.20183351
12,3,55,45,-0.18453684
12,3.2,55,45,-0.16728287
12,3.4,55,45,-0.15058592
12,2,55,50,-0.25498563
12,2.2,55,50,-0.23174067
12,2.4,55,50,-0.21167872
12,2.6,55,50,-0.19344853
12,2.8,55,50,-0.17632257
12,3,55,50,-0.16023075
12,3.2,55,50,-0.1455436
12,3.4,55,50,-0.13101655
12,2,55,55,-0.22696815
12,2.2,55,55,-0.20721034
12,2.4,55,55,-0.18909558
12,2.6,55,55,-0.17217014
12,2.8,55,55,-0.15628076
12,3,55,55,-0.14179245
12,3.2,55,55,-0.12827838
12,3.4,55,55,-0.11555235
12,2,55,60,-0.20428621
12,2.2,55,60,-0.18672887
12,2.4,55,60,-0.17014287
12,2.6,55,60,-0.15509313
12,2.8,55,60,-0.14022105
12,3,55,60,-0.12639215
12,3.2,55,60,-0.11436994
12,3.4,55,60,-0.10278988
12,2,55,65,-0.18088215
12,2.2,55,65,-0.16883631
12,2.4,55,65,-0.15420596
12,2.6,55,65,-0.14020841
12,2.8,55,65,-0.127063
12,3,55,65,-0.11482164
12,3.2,55,65,-0.1032157
12,3.4,55,65,-0.09250378
12,2,55,70,-0.15785476
12,2.2,55,70,-0.15033805
12,2.4,55,70,-0.1400424
12,2.6,55,70,-0.127899
12,2.8,55,70,-0.11581419
12,3,55,70,-0.10440597
12,3.2,55,70,-0.09403359
12,3.4,55,70,-0.08385103
12,2,55,75,-0.13938524
12,2.2,55,75,-0.13249521
12,2.4,55,75,-0.12645473
12,2.6,55,75,-0.11727432
12,2.8,55,75,-0.10633542
12,3,55,75,-0.09562337
12,3.2,55,75,-0.08583347
12,3.4,55,75,-0.07643812
12,2,55,80,-0.12534156
12,2.2,55,80,-0.11717071
12,2.4,55,80,-0.11261457
12,2.6,55,80,-0.10648941
12,2.8,55,80,-0.09768247
12,3,55,80,-0.08804318
12,3.2,55,80,-0.07919885
12,3.4,55,80,-0.07034251
12,2,60,45,-0.21197083
12,2.2,60,45,-0.19898234
12,2.4,60,45,-0.18636128
12,2.6,60,45,-0.17364199
12,2.8,60,45,-0.1615836
12,3,60,45,-0.14919341
12,3.2,60,45,-0.137225
12,3.4,60,45,-0.12429354
12,2,60,50,-0.18683454
12,2.2,60,50,-0.17589736
12,2.4,60,50,-0.16457625
12,2.6,60,50,-0.15262484
12,2.8,60,50,-0.14091911
12,3,60,50,-0.12998043
12,3.2,60,50,-0.11937139
12,3.4,60,50,-0.1081793
12,2,60,55,-0.16209279
12,2.2,60,55,-0.15568119
12,2.4,60,55,-0.14588302
12,2.6,60,55,-0.13607056
12,2.8,60,55,-0.12501896
12,3,60,55,-0.11458817
12,3.2,60,55,-0.10517294
12,3.4,60,55,-0.09542524
12,2,60,60,-0.134687
12,2.2,60,60,-0.13834296
12,2.4,60,60,-0.13147977
12,2.6,60,60,-0.1219156
12,2.8,60,60,-0.11221458
12,3,60,60,-0.1025221
12,3.2,60,60,-0.09384744
12,3.4,60,60,-0.08456802
12,2,60,65,-0.11292702
12,2.2,60,65,-0.11781409
12,2.4,60,65,-0.11756942
12,2.6,60,65,-0.11034462
12,2.8,60,65,-0.10143004
12,3,60,65,-0.09280234
12,3.2,60,65,-0.08435395
12,3.4,60,65,-0.0762743
12,2,60,70,-0.09889963
12,2.2,60,70,-0.09942123
12,2.4,60,70,-0.10249019
12,2.6,60,70,-0.0993503
12,2.8,60,70,-0.09236491
12,3,60,70,-0.08419292
12,3.2,60,70,-0.07633581
12,3.4,60,70,-0.06896924
12,2,60,75,-0.08666295
12,2.2,60,75,-0.08613438
12,2.4,60,75,-0.08759081
12,2.6,60,75,-0.08821181
12,2.8,60,75,-0.08376845
12,3,60,75,-0.07691048
12,3.2,60,75,-0.06978307
12,3.4,60,75,-0.06261399
12,2,60,80,-0.06157906
12,2.2,60,80,-0.07668151
12,2.4,60,80,-0.07564179
12,2.6,60,80,-0.07689659
12,2.8,60,80,-0.07574352
12,3,60,80,-0.0704235
12,3.2,60,80,-0.06400948
12,3.4,60,80,-0.05738345
12,2,65,45,-0.11054073
12,2.2,65,45,-0.11079539
12,2.4,65,45,-0.10887504
12,2.6,65,45,-0.105587
12,2.8,65,45,-0.10127373
12,3,65,45,-0.09596283
12,3.2,65,45,-0.08984953
12,3.4,65,45,-0.08177141
12,2,65,50,-0.09298882
12,2.2,65,50,-0.09655733
12,2.4,65,50,-0.09534585
12,2.6,65,50,-0.09217596
12,2.8,65,50,-0.08784924
12,3,65,50,-0.08304964
12,3.2,65,50,-0.07746616
12,3.4,65,50,-0.07060031
12,2,65,55,-0.07066611
12,2.2,65,55,-0.08359462
12,2.4,65,55,-0.08410255
12,2.6,65,55,-0.08141197
12,2.8,65,55,-0.07750308
12,3,65,55,-0.07308982
12,3.2,65,55,-0.06791223
12,3.4,65,55,-0.06197814
12,2,65,60,-0.05354631
12,2.2,65,60,-0.0670939
12,2.4,65,60,-0.07394633
12,2.6,65,60,-0.07264655
12,2.8,65,60,-0.06895012
12,3,65,60,-0.06460508
12,3.2,65,60,-0.06015553
12,3.4,65,60,-0.0548245
12,2,65,65,-0.04417604
12,2.2,65,65,-0.05190437
12,2.4,65,65,-0.06205874
12,2.6,65,65,-0.06470055
12,2.8,65,65,-0.06169466
12,3,65,65,-0.05772899
12,3.2,65,65,-0.05354822
12,3.4,65,65,-0.04867333
12,2,65,70,-0.03173082
12,2.2,65,70,-0.04231756
12,2.4,65,70,-0.05015613
12,2.6,65,70,-0.05629554
12,2.8,65,70,-0.0554531
12,3,65,70,-0.05217665
12,3.2,65,70,-0.0485097
12,3.4,65,70,-0.04370151
12,2,65,75,0.02467478
12,2.2,65,75,-0.03551563
12,2.4,65,75,-0.0402436
12,2.6,65,75,-0.04693774
12,2.8,65,75,-0.04970167
12,3,65,75,-0.04731602
12,3.2,65,75,-0.04360888
12,3.4,65,75,-0.03953538
12,2,65,80,0.12955526
12,2.2,65,80,-0.02424275
12,2.4,65,80,-0.03363617
12,2.6,65,80,-0.0384492
12,2.8,65,80,-0.04260473
12,3,65,80,-0.0428876
12,3.2,65,80,-0.0396481
12,3.4,65,80,-0.03571099
14,2,30,45,-0.15873063
14,2.2,30,45,-0.15941862
14,2.4,30,45,-0.15755991
14,2.6,30,45,-0.15412083
14,2.8,30,45,-0.14690503
14,3,30,45,-0.13719952
14,3.2,30,45,-0.12348213
14,3.4,30,45,-0.10757157
14,2,30,50,-0.13583438
14,2.2,30,50,-0.13651532
14,2.4,30,50,-0.13499326
14,2.6,30,50,-0.13192313
14,2.8,30,50,-0.12596006
14,3,30,50,-0.11719623
14,3.2,30,50,-0.10603349
14,3.4,30,50,-0.09195103
14,2,30,55,-0.11923956
14,2.2,30,55,-0.11925178
14,2.4,30,55,-0.11759983
14,2.6,30,55,-0.1148649
14,2.8,30,55,-0.10972818
14,3,30,55,-0.10222241
14,3.2,30,55,-0.09213392
14,3.4,30,55,-0.07989082
14,2,30,60,-0.10592468
14,2.2,30,60,-0.10601741
14,2.4,30,60,-0.10449169
14,2.6,30,60,-0.10195864
14,2.8,30,60,-0.09663846
14,3,30,60,-0.09027616
14,3.2,30,60,-0.08139375
14,3.4,30,60,-0.07039817
14,2,30,65,-0.09544624
14,2.2,30,65,-0.09548801
14,2.4,30,65,-0.09408379
14,2.6,30,65,-0.09147408
14,2.8,30,65,-0.08692231
14,3,30,65,-0.08062863
14,3.2,30,65,-0.07250389
14,3.4,30,65,-0.06283991
14,2,30,70,-0.08699934
14,2.2,30,70,-0.0868174
14,2.4,30,70,-0.08532227
14,2.6,30,70,-0.08288632
14,2.8,30,70,-0.07858234
14,3,30,70,-0.07288037
14,3.2,30,70,-0.06532693
14,3.4,30,70,-0.0564223
14,2,30,75,-0.07986144
14,2.2,30,75,-0.07967095
14,2.4,30,75,-0.07820557
14,2.6,30,75,-0.07583586
14,2.8,30,75,-0.07167387
14,3,30,75,-0.06644851
14,3.2,30,75,-0.05931866
14,3.4,30,75,-0.05118871
14,2,30,80,-0.07373745
14,2.2,30,80,-0.07348708
14,2.4,30,80,-0.07214822
14,2.6,30,80,-0.06977081
14,2.8,30,80,-0.0660963
14,3,30,80,-0.06099704
14,3.2,30,80,-0.05449097
14,3.4,30,80,-0.04674162
14,2,35,45,-0.2033129
14,2.2,35,45,-0.20365136
14,2.4,35,45,-0.20137994
14,2.6,35,45,-0.19730065
14,2.8,35,45,-0.19040461
14,3,35,45,-0.18104344
14,3.2,35,45,-0.16996775
14,3.4,35,45,-0.15598973
14,2,35,50,-0.17500172
14,2.2,35,50,-0.17478946
14,2.4,35,50,-0.17258409
14,2.6,35,50,-0.16911369
14,2.8,35,50,-0.1633893
14,3,35,50,-0.15546577
14,3.2,35,50,-0.14586036
14,3.4,35,50,-0.13400521
14,2,35,55,-0.15345646
14,2.2,35,55,-0.15305276
14,2.4,35,55,-0.150973
14,2.6,35,55,-0.14783468
14,2.8,35,55,-0.14285296
14,3,35,55,-0.13595835
14,3.2,35,55,-0.12764746
14,3.4,35,55,-0.11726727
14,2,35,60,-0.13702134
14,2.2,35,60,-0.13619017
14,2.4,35,60,-0.13446797
14,2.6,35,60,-0.1313403
14,2.8,35,60,-0.12649269
14,3,35,60,-0.12053115
14,3.2,35,60,-0.1129194
14,3.4,35,60,-0.10391342
14,2,35,65,-0.12363525
14,2.2,35,65,-0.12273182
14,2.4,35,65,-0.12106426
14,2.6,35,65,-0.11828012
14,2.8,35,65,-0.11373387
14,3,35,65,-0.10809591
14,3.2,35,65,-0.10120585
14,3.4,35,65,-0.09307967
14,2,35,70,-0.11245785
14,2.2,35,70,-0.11188914
14,2.4,35,70,-0.11007528
14,2.6,35,70,-0.10738385
14,2.8,35,70,-0.10313927
14,3,35,70,-0.09786765
14,3.2,35,70,-0.09163425
14,3.4,35,70,-0.0840286
14,2,35,75,-0.10346493
14,2.2,35,75,-0.10275047
14,2.4,35,75,-0.1010264
14,2.6,35,75,-0.09849334
14,2.8,35,75,-0.09457763
14,3,35,75,-0.08954444
14,3.2,35,75,-0.08364388
14,3.4,35,75,-0.07661026
14,2,35,80,-0.09575164
14,2.2,35,80,-0.09506012
14,2.4,35,80,-0.09337008
14,2.6,35,80,-0.09079813
14,2.8,35,80,-0.08719935
14,3,35,80,-0.08246957
14,3.2,35,80,-0.07681711
14,3.4,35,80,-0.07034368
14,2,40,45,-0.25910017
14,2.2,40,45,-0.25658548
14,2.4,40,45,-0.25238041
14,2.6,40,45,-0.24543299
14,2.8,40,45,-0.23682154
14,3,40,45,-0.22596396
14,3.2,40,45,-0.21354163
14,3.4,40,45,-0.19910074
14,2,40,50,-0.2231615
14,2.2,40,50,-0.22031713
14,2.4,40,50,-0.21655146
14,2.6,40,50,-0.21115549
14,2.8,40,50,-0.20375506
14,3,40,50,-0.19434681
14,3.2,40,50,-0.18411855
14,3.4,40,50,-0.17169939
14,2,40,55,-0.19582774
14,2.2,40,55,-0.19307202
14,2.4,40,55,-0.18974074
14,2.6,40,55,-0.1849194
14,2.8,40,55,-0.17844903
14,3,40,55,-0.17022648
14,3.2,40,55,-0.16142839
14,3.4,40,55,-0.15045359
14,2,40,60,-0.17478276
14,2.2,40,60,-0.17245479
14,2.4,40,60,-0.16913284
14,2.6,40,60,-0.16434294
14,2.8,40,60,-0.15849449
14,3,40,60,-0.1513077
14,3.2,40,60,-0.1432346
14,3.4,40,60,-0.13386822
14,2,40,65,-0.15807296
14,2.2,40,65,-0.15565532
14,2.4,40,65,-0.15261255
14,2.6,40,65,-0.14818632
14,2.8,40,65,-0.14270659
14,3,40,65,-0.13589071
14,3.2,40,65,-0.12874817
14,3.4,40,65,-0.12007011
14,2,40,70,-0.14438321
14,2.2,40,70,-0.14227665
14,2.4,40,70,-0.13920805
14,2.6,40,70,-0.1349871
14,2.8,40,70,-0.12985
14,3,40,70,-0.12342699
14,3.2,40,70,-0.11656737
14,3.4,40,70,-0.1088771
14,2,40,75,-0.13290327
14,2.2,40,75,-0.13070396
14,2.4,40,75,-0.12793294
14,2.6,40,75,-0.12392034
14,2.8,40,75,-0.11898467
14,3,40,75,-0.11325013
14,3.2,40,75,-0.10680488
14,3.4,40,75,-0.09940314
14,2,40,80,-0.12313871
14,2.2,40,80,-0.12105993
14,2.4,40,80,-0.11818258
14,2.6,40,80,-0.11453069
14,2.8,40,80,-0.10985737
14,3,40,80,-0.10429779
14,3.2,40,80,-0.09836511
14,3.4,40,80,-0.09139922
14,2,45,45,-0.32345323
14,2.2,45,45,-0.31712263
14,2.4,45,45,-0.30822295
14,2.6,45,45,-0.29759767
14,2.8,45,45,-0.28468214
14,3,45,45,-0.27054318
14,3.2,45,45,-0.25470862
14,3.4,45,45,-0.23832382
14,2,45,50,-0.27907226
14,2.2,45,50,-0.27325491
14,2.4,45,50,-0.265144
14,2.6,45,50,-0.25666151
14,2.8,45,50,-0.24543013
14,3,45,50,-0.23367224
14,3.2,45,50,-0.22036639
14,3.4,45,50,-0.20637104
14,2,45,55,-0.24586555
14,2.2,45,55,-0.24007757
14,2.4,45,55,-0.23308779
14,2.6,45,55,-0.22441248
14,2.8,45,55,-0.21524502
14,3,45,55,-0.20499652
14,3.2,45,55,-0.19310361
14,3.4,45,55,-0.18111933
14,2,45,60,-0.22023008
14,2.2,45,60,-0.21491497
14,2.4,45,60,-0.20816685
14,2.6,45,60,-0.20048272
14,2.8,45,60,-0.19150804
14,3,45,60,-0.18240073
14,3.2,45,60,-0.17201157
14,3.4,45,60,-0.16066985
14,2,45,65,-0.19974702
14,2.2,45,65,-0.19476684
14,2.4,45,65,-0.18831564
14,2.6,45,65,-0.18120992
14,2.8,45,65,-0.17276909
14,3,45,65,-0.16423876
14,3.2,45,65,-0.15446391
14,3.4,45,65,-0.14494807
14,2,45,70,-0.18271728
14,2.2,45,70,-0.17805808
14,2.4,45,70,-0.17197037
14,2.6,45,70,-0.16541775
14,2.8,45,70,-0.15763212
14,3,45,70,-0.14945396
14,3.2,45,70,-0.14056966
14,3.4,45,70,-0.13149479
14,2,45,75,-0.16855511
14,2.2,45,75,-0.16402554
14,2.4,45,75,-0.1583317
14,2.6,45,75,-0.15216298
14,2.8,45,75,-0.14481884
14,3,45,75,-0.13697525
14,3.2,45,75,-0.12881754
14,3.4,45,75,-0.12039082
14,2,45,80,-0.156278
14,2.2,45,80,-0.15204275
14,2.4,45,80,-0.14665992
14,2.6,45,80,-0.14062746
14,2.8,45,80,-0.13387254
14,3,45,80,-0.12669372
14,3.2,45,80,-0.11900012
14,3.4,45,80,-0.11084808
14,2,50,45,-0.39084445
14,2.2,50,45,-0.37611671
14,2.4,50,45,-0.36073969
14,2.6,50,45,-0.34252574
14,2.8,50,45,-0.32551398
14,3,50,45,-0.30621623
14,3.2,50,45,-0.28674761
14,3.4,50,45,-0.26660992
14,2,50,50,-0.33961413
14,2.2,50,50,-0.32572465
14,2.4,50,50,-0.3118729
14,2.6,50,50,-0.29668662
14,2.8,50,50,-0.28028968
14,3,50,50,-0.26488455
14,3.2,50,50,-0.24842261
14,3.4,50,50,-0.2317911
14,2,50,55,-0.30132488
14,2.2,50,55,-0.28836842
14,2.4,50,55,-0.2752287
14,2.6,50,55,-0.26117731
14,2.8,50,55,-0.24711062
14,3,50,55,-0.23268524
14,3.2,50,55,-0.21845836
14,3.4,50,55,-0.20400215
14,2,50,60,-0.27135642
14,2.2,50,60,-0.25938793
14,2.4,50,60,-0.24707494
14,2.6,50,60,-0.23388078
14,2.8,50,60,-0.22058952
14,3,50,60,-0.2073181
14,3.2,50,60,-0.19478582
14,3.4,50,60,-0.18163389
14,2,50,65,-0.24689819
14,2.2,50,65,-0.23588456
14,2.4,50,65,-0.224356
14,2.6,50,65,-0.21218219
14,2.8,50,65,-0.19979337
14,3,50,65,-0.1876771
14,3.2,50,65,-0.17560015
14,3.4,50,65,-0.16355841
14,2,50,70,-0.22661365
14,2.2,50,70,-0.21610708
14,2.4,50,70,-0.20523221
14,2.6,50,70,-0.19374774
14,2.8,50,70,-0.18274728
14,3,50,70,-0.17135204
14,3.2,50,70,-0.1599569
14,3.4,50,70,-0.14865856
14,2,50,75,-0.2093371
14,2.2,50,75,-0.19951824
14,2.4,50,75,-0.18949871
14,2.6,50,75,-0.17899216
14,2.8,50,75,-0.16826209
14,3,50,75,-0.15735218
14,3.2,50,75,-0.14685583
14,3.4,50,75,-0.13638108
14,2,50,80,-0.19426542
14,2.2,50,80,-0.18520097
14,2.4,50,80,-0.17579094
14,2.6,50,80,-0.16594181
14,2.8,50,80,-0.15545182
14,3,50,80,-0.14549882
14,3.2,50,80,-0.13577037
14,3.4,50,80,-0.12596479
14,2,55,45,-0.43242614
14,2.2,55,45,-0.40523777
14,2.4,55,45,-0.38093357
14,2.6,55,45,-0.35878531
14,2.8,55,45,-0.33630392
14,3,55,45,-0.31491973
14,3.2,55,45,-0.2930957
14,3.4,55,45,-0.27215366
14,2,55,50,-0.38130699
14,2.2,55,50,-0.35620117
14,2.4,55,50,-0.33320068
14,2.6,55,50,-0.31237411
14,2.8,55,50,-0.29198917
14,3,55,50,-0.2731309
14,3.2,55,50,-0.25461934
14,3.4,55,50,-0.23676077
14,2,55,55,-0.34150633
14,2.2,55,55,-0.31807796
14,2.4,55,55,-0.29716893
14,2.6,55,55,-0.27713597
14,2.8,55,55,-0.25825656
14,3,55,55,-0.24090858
14,3.2,55,55,-0.22479684
14,3.4,55,55,-0.20878859
14,2,55,60,-0.30987263
14,2.2,55,60,-0.28820607
14,2.4,55,60,-0.26821323
14,2.6,55,60,-0.24990611
14,2.8,55,60,-0.23227832
14,3,55,60,-0.21594762
14,3.2,55,60,-0.20034346
14,3.4,55,60,-0.18654632
14,2,55,65,-0.28322543
14,2.2,55,65,-0.26298174
14,2.4,55,65,-0.24468776
14,2.6,55,65,-0.22758665
14,2.8,55,65,-0.21089207
14,3,55,65,-0.19587354
14,3.2,55,65,-0.18170647
14,3.4,55,65,-0.16842532
14,2,55,70,-0.26012896
14,2.2,55,70,-0.24153627
14,2.4,55,70,-0.22463179
14,2.6,55,70,-0.20857997
14,2.8,55,70,-0.19319529
14,3,55,70,-0.17918277
14,3.2,55,70,-0.16595272
14,3.4,55,70,-0.15346232
14,2,55,75,-0.23943091
14,2.2,55,75,-0.22325256
14,2.4,55,75,-0.20740246
14,2.6,55,75,-0.19273935
14,2.8,55,75,-0.1783656
14,3,55,75,-0.165058
14,3.2,55,75,-0.15225071
14,3.4,55,75,-0.14066488
14,2,55,80,-0.21877447
14,2.2,55,80,-0.20635719
14,2.4,55,80,-0.19236038
14,2.6,55,80,-0.17869847
14,2.8,55,80,-0.16528337
14,3,55,80,-0.15284247
14,3.2,55,80,-0.14124951
14,3.4,55,80,-0.13008278
14,2,60,45,-0.37300724
14,2.2,60,45,-0.34898454
14,2.4,60,45,-0.32765582
14,2.6,60,45,-0.30816964
14,2.8,60,45,-0.2908102
14,3,60,45,-0.27324033
14,3.2,60,45,-0.25622721
14,3.4,60,45,-0.23890654
14,2,60,50,-0.33329388
14,2.2,60,50,-0.31102276
14,2.4,60,50,-0.2904193
14,2.6,60,50,-0.27121696
14,2.8,60,50,-0.2543179
14,3,60,50,-0.23821011
14,3.2,60,50,-0.22355108
14,3.4,60,50,-0.20864759
14,2,60,55,-0.29980584
14,2.2,60,55,-0.27854082
14,2.4,60,55,-0.26041764
14,2.6,60,55,-0.24273294
14,2.8,60,55,-0.22667663
14,3,60,55,-0.21155519
14,3.2,60,55,-0.1978371
14,3.4,60,55,-0.18472683
14,2,60,60,-0.27188355
14,2.2,60,60,-0.25379195
14,2.4,60,60,-0.23617529
14,2.6,60,60,-0.21966207
14,2.8,60,60,-0.2041666
14,3,60,60,-0.19042939
14,3.2,60,60,-0.1772555
14,3.4,60,60,-0.16489138
14,2,60,65,-0.24267567
14,2.2,60,65,-0.23136956
14,2.4,60,65,-0.21596735
14,2.6,60,65,-0.20068176
14,2.8,60,65,-0.18613552
14,3,60,65,-0.1729617
14,3.2,60,65,-0.16083382
14,3.4,60,65,-0.14929506
14,2,60,70,-0.21197317
14,2.2,60,70,-0.20940831
14,2.4,60,70,-0.19746531
14,2.6,60,70,-0.18394005
14,2.8,60,70,-0.17066633
14,3,60,70,-0.15816769
14,3.2,60,70,-0.14670319
14,3.4,60,70,-0.136168
14,2,60,75,-0.18619919
14,2.2,60,75,-0.18574421
14,2.4,60,75,-0.18032692
14,2.6,60,75,-0.16943191
14,2.8,60,75,-0.15748065
14,3,60,75,-0.14580294
14,3.2,60,75,-0.1351857
14,3.4,60,75,-0.12505498
14,2,60,80,-0.16712228
14,2.2,60,80,-0.16249908
14,2.4,60,80,-0.16188927
14,2.6,60,80,-0.15536858
14,2.8,60,80,-0.14567148
14,3,60,80,-0.13498328
14,3.2,60,80,-0.12515882
14,3.4,60,80,-0.11553282
14,2,65,45,-0.21194734
14,2.2,65,45,-0.2095296
14,2.4,65,45,-0.20534194
14,2.6,65,45,-0.20048537
14,2.8,65,45,-0.19457738
14,3,65,45,-0.18784131
14,3.2,65,45,-0.17999036
14,3.4,65,45,-0.17031371
14,2,65,50,-0.18775305
14,2.2,65,50,-0.18594402
14,2.4,65,50,-0.18244268
14,2.6,65,50,-0.17685646
14,2.8,65,50,-0.17079852
14,3,65,50,-0.16413576
14,3.2,65,50,-0.15749213
14,3.4,65,50,-0.14890555
14,2,65,55,-0.16234046
14,2.2,65,55,-0.16636268
14,2.4,65,55,-0.16307986
14,2.6,65,55,-0.15830573
14,2.8,65,55,-0.15226543
14,3,65,55,-0.14576983
14,3.2,65,55,-0.13891046
14,3.4,65,55,-0.13176216
14,2,65,60,-0.13261747
14,2.2,65,60,-0.14780153
14,2.4,65,60,-0.14743984
14,2.6,65,60,-0.14291408
14,2.8,65,60,-0.13716909
14,3,65,60,-0.13081545
14,3.2,65,60,-0.12442579
14,3.4,65,60,-0.11755676
14,2,65,65,-0.10844024
14,2.2,65,65,-0.12486085
14,2.4,65,65,-0.13246677
14,2.6,65,65,-0.12962134
14,2.8,65,65,-0.12442067
14,3,65,65,-0.11860884
14,3.2,65,65,-0.11254085
14,3.4,65,65,-0.10615249
14,2,65,70,-0.09405049
14,2.2,65,70,-0.10347493
14,2.4,65,70,-0.11573855
14,2.6,65,70,-0.11774226
14,2.8,65,70,-0.11354989
14,3,65,70,-0.10834895
14,3.2,65,70,-0.10262921
14,3.4,65,70,-0.09652681
14,2,65,75,-0.08260832
14,2.2,65,75,-0.08841693
14,2.4,65,75,-0.09808306
14,2.6,65,75,-0.10533972
14,2.8,65,75,-0.10387105
14,3,65,75,-0.09927611
14,3.2,65,75,-0.09406742
14,3.4,65,75,-0.08848582
14,2,65,80,-0.05408821
14,2.2,65,80,-0.07819883
14,2.4,65,80,-0.08328253
14,2.6,65,80,-0.09157846
14,2.8,65,80,-0.09478736
14,3,65,80,-0.0916712
14,3.2,65,80,-0.08682821
14,3.4,65,80,-0.08136277
16,2,30,50,-0.15432683
16,2.2,30,50,-0.15778369
16,2.4,30,50,-0.15916729
16,2.6,30,50,-0.1598277
16,2.8,30,50,-0.15884293
16,3,30,50,-0.1560914
16,3.2,30,50,-0.15133571
16,3.4,30,50,-0.1439344
16,2,30,55,-0.13455536
16,2.2,30,55,-0.13720645
16,2.4,30,55,-0.13830545
16,2.6,30,55,-0.1390437
16,2.8,30,55,-0.13812517
16,3,30,55,-0.13576145
16,3.2,30,55,-0.13126979
16,3.4,30,55,-0.1251192
16,2,30,60,-0.11908043
16,2.2,30,60,-0.12111974
16,2.4,30,60,-0.12223148
16,2.6,30,60,-0.12287205
16,2.8,30,60,-0.12191503
16,3,30,60,-0.11975915
16,3.2,30,60,-0.11596332
16,3.4,30,60,-0.11033808
16,2,30,65,-0.10667369
16,2.2,30,65,-0.10855
16,2.4,30,65,-0.1094654
16,2.6,30,65,-0.10988895
16,2.8,30,65,-0.10902899
16,3,30,65,-0.10710339
16,3.2,30,65,-0.10352454
16,3.4,30,65,-0.09855232
16,2,30,70,-0.09689973
16,2.2,30,70,-0.09833551
16,2.4,30,70,-0.09921468
16,2.6,30,70,-0.09937634
16,2.8,30,70,-0.09858764
16,3,30,70,-0.0968357
16,3.2,30,70,-0.09342124
16,3.4,30,70,-0.08897577
16,2,30,75,-0.0886798
16,2.2,30,75,-0.08998562
16,2.4,30,75,-0.09058745
16,2.6,30,75,-0.09073902
16,2.8,30,75,-0.08995074
16,3,30,75,-0.08806971
16,3.2,30,75,-0.08510316
16,3.4,30,75,-0.08084712
16,2,30,80,-0.08171712
16,2.2,30,80,-0.08309269
16,2.4,30,80,-0.0833705
16,2.6,30,80,-0.08353482
16,2.8,30,80,-0.08268261
16,3,30,80,-0.08099236
16,3.2,30,80,-0.07814599
16,3.4,30,80,-0.07408598
16,2,35,50,-0.20107879
16,2.2,35,50,-0.20358064
16,2.4,35,50,-0.20447453
16,2.6,35,50,-0.20458726
16,2.8,35,50,-0.20275992
16,3,35,50,-0.19936814
16,3.2,35,50,-0.19479843
16,3.4,35,50,-0.18821751
16,2,35,55,-0.17537618
16,2.2,35,55,-0.17729395
16,2.4,35,55,-0.17807108
16,2.6,35,55,-0.17815211
16,2.8,35,55,-0.17673396
16,3,35,55,-0.174106
16,3.2,35,55,-0.16980181
16,3.4,35,55,-0.1640829
16,2,35,60,-0.15520665
16,2.2,35,60,-0.15701011
16,2.4,35,60,-0.15747978
16,2.6,35,60,-0.15765249
16,2.8,35,60,-0.15617939
16,3,35,60,-0.15400083
16,3.2,35,60,-0.15035364
16,3.4,35,60,-0.14530122
16,2,35,65,-0.1391565
16,2.2,35,65,-0.14081699
16,2.4,35,65,-0.14089601
16,2.6,35,65,-0.14118883
16,2.8,35,65,-0.14000469
16,3,35,65,-0.13782529
16,3.2,35,65,-0.13473719
16,3.4,35,65,-0.13007048
16,2,35,70,-0.1264489
16,2.2,35,70,-0.1277675
16,2.4,35,70,-0.12787456
16,2.6,35,70,-0.12780654
16,2.8,35,70,-0.12657334
16,3,35,70,-0.1246546
16,3.2,35,70,-0.12181148
16,3.4,35,70,-0.11759224
16,2,35,75,-0.11595532
16,2.2,35,75,-0.1168563
16,2.4,35,75,-0.11708133
16,2.6,35,75,-0.11685976
16,2.8,35,75,-0.11556414
16,3,35,75,-0.11371084
16,3.2,35,75,-0.11102375
16,3.4,35,75,-0.10730424
16,2,35,80,-0.10697207
16,2.2,35,80,-0.10786691
16,2.4,35,80,-0.10796078
16,2.6,35,80,-0.10762377
16,2.8,35,80,-0.10664641
16,3,35,80,-0.10473404
16,3.2,35,80,-0.10206338
16,3.4,35,80,-0.09840638
16,2,40,50,-0.26001299
16,2.2,40,50,-0.26084015
16,2.4,40,50,-0.26000803
16,2.6,40,50,-0.25811428
16,2.8,40,50,-0.25450446
16,3,40,50,-0.24940161
16,3.2,40,50,-0.24308859
16,3.4,40,50,-0.23476993
16,2,40,55,-0.22655698
16,2.2,40,55,-0.22727157
16,2.4,40,55,-0.22688385
16,2.6,40,55,-0.2251757
16,2.8,40,55,-0.22232128
16,3,40,55,-0.21788011
16,3.2,40,55,-0.21265216
16,3.4,40,55,-0.20574509
16,2,40,60,-0.20055179
16,2.2,40,60,-0.20109339
16,2.4,40,60,-0.20042856
16,2.6,40,60,-0.19940876
16,2.8,40,60,-0.19686256
16,3,40,60,-0.1932592
16,3.2,40,60,-0.18853872
16,3.4,40,60,-0.18271917
16,2,40,65,-0.18021819
16,2.2,40,65,-0.18035427
16,2.4,40,65,-0.17984359
16,2.6,40,65,-0.17858499
16,2.8,40,65,-0.17623098
16,3,40,65,-0.17292486
16,3.2,40,65,-0.1689957
16,3.4,40,65,-0.163674
